utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651763189,-26,2,18,
1651763191,-28,2,23,2.5
1651763193,-28,2,23,0.0
1651763195,-29,2,26,1.5
1651763197,-27,2,21,-2.5
1651763199,-29,2,26,2.5
1651763201,-27,2,21,-2.5
1651763203,-27,2,21,0.0
1651763205,-26,2,18,-1.5
1651763207,-28,2,23,2.5
1651763209,-26,2,18,-2.5
1651763211,-26,2,18,0.0
1651763213,-22,2,12,-3.0
1651763215,-27,2,21,4.5
1651763217,-28,2,23,1.0
1651763219,-28,2,23,0.0
1651763221,-28,2,23,0.0
1651763223,-28,2,23,0.0
1651763225,-27,2,21,-1.0
1651763227,-28,2,23,1.0
1651763229,-29,2,26,1.5
1651763231,-28,2,23,-1.5
1651763233,-29,2,26,1.5
1651763235,-27,2,21,-2.5
1651763237,-28,2,23,1.0
1651763239,-27,2,21,-1.0
1651763241,-27,2,21,0.0
1651763243,-27,2,21,0.0
1651763245,-28,2,23,1.0
1651763247,-27,2,21,-1.0
1651763249,-27,2,21,0.0
1651763251,-27,4,21,0.0
1651763253,-28,2,23,1.0
1651763255,-30,2,29,3.0
1651763257,-28,4,23,-3.0
1651763259,-27,2,21,-1.0
1651763261,-28,2,23,1.0
1651763263,-28,2,23,0.0
1651763265,-28,2,23,0.0
1651763267,-28,2,23,0.0
1651763269,-27,2,21,-1.0
1651763271,-28,2,23,1.0
1651763273,-28,2,23,0.0
1651763275,-28,2,23,0.0
1651763277,-29,4,26,1.5
1651763279,-28,4,23,-1.5
1651763281,-28,4,23,0.0
1651763283,-29,4,26,1.5
1651763285,-28,4,23,-1.5
1651763287,-28,4,23,0.0
1651763289,-28,4,23,0.0
1651763291,-28,4,23,0.0
1651763293,-25,4,16,-3.5
1651763295,-27,4,21,2.5
1651763297,-31,4,33,6.0
1651763299,-26,6,18,-7.5
1651763301,-26,4,18,0.0
1651763303,-27,4,21,1.5
1651763305,-29,2,26,2.5
1651763307,-26,2,18,-4.0
1651763309,-22,2,12,-3.0
1651763311,-30,2,29,8.5
1651763313,-27,2,21,-4.0
1651763315,-27,2,21,0.0
1651763317,-27,2,21,0.0
1651763319,-23,2,13,-4.0
1651763321,-28,2,23,5.0
1651763323,-26,2,18,-2.5
1651763325,-28,2,23,2.5
1651763327,-31,2,33,5.0
1651763329,-31,2,33,0.0
1651763331,-27,2,21,-6.0
1651763333,-23,2,13,-4.0
1651763335,-28,2,23,5.0
1651763337,-28,2,23,0.0
1651763339,-29,2,26,1.5
1651763341,-26,2,18,-4.0
1651763343,-28,2,23,2.5
1651763345,-28,2,23,0.0
1651763347,-28,2,23,0.0
1651763349,-23,0,13,-5.0
1651763351,-24,2,15,1.0
1651763353,-27,2,21,3.0
1651763355,-26,2,18,-1.5
1651763357,-30,2,29,5.5
1651763359,-27,2,21,-4.0
1651763361,-27,4,21,0.0
1651763363,-28,4,23,1.0
1651763365,-28,4,23,0.0
1651763367,-30,4,29,3.0
1651763369,-28,4,23,-3.0
1651763371,-26,4,18,-2.5
1651763373,-29,4,26,4.0
1651763375,-28,4,23,-1.5
1651763377,-27,4,21,-1.0
1651763379,-28,2,23,1.0
1651763381,-28,2,23,0.0
1651763383,-29,6,26,1.5
1651763385,-28,2,23,-1.5
1651763387,-30,2,29,3.0
1651763389,-27,2,21,-4.0
1651763391,-29,6,26,2.5
1651763393,-27,6,21,-2.5
1651763395,-29,4,26,2.5
1651763397,-27,4,21,-2.5
1651763399,-29,4,26,2.5
1651763401,-28,4,23,-1.5
1651763403,-27,4,21,-1.0
1651763405,-30,4,29,4.0
1651763407,-29,4,26,-1.5
1651763409,-27,4,21,-2.5
1651763411,-28,4,23,1.0
1651763413,-28,2,23,0.0
1651763415,-28,4,23,0.0
1651763417,-32,4,37,7.0
1651763419,-27,4,21,-8.0
1651763421,-28,4,23,1.0
1651763423,-27,4,21,-1.0
1651763425,-29,4,26,2.5
1651763427,-24,4,15,-5.5
1651763429,-31,4,33,9.0
1651763431,-30,2,29,-2.0
1651763433,-30,4,29,0.0
1651763435,-28,4,23,-3.0
1651763437,-27,4,21,-1.0
1651763439,-28,4,23,1.0
1651763441,-29,4,26,1.5
1651763443,-27,4,21,-2.5
1651763445,-29,4,26,2.5
1651763447,-28,4,23,-1.5
1651763449,-27,4,21,-1.0
1651763451,-23,4,13,-4.0
1651763453,-28,4,23,5.0
1651763455,-28,4,23,0.0
1651763457,-29,4,26,1.5
1651763459,-28,2,23,-1.5
1651763461,-28,4,23,0.0
1651763463,-27,4,21,-1.0
1651763465,-24,4,15,-3.0
1651763467,-24,4,15,0.0
1651763469,-24,4,15,0.0
1651763471,-29,4,26,5.5
1651763473,-28,4,23,-1.5
1651763475,-25,4,16,-3.5
1651763477,-30,4,29,6.5
1651763479,-27,4,21,-4.0
1651763481,-27,4,21,0.0
1651763483,-27,4,21,0.0
1651763485,-29,4,26,2.5
1651763487,-28,4,23,-1.5
1651763489,-28,4,23,0.0
1651763491,-28,4,23,0.0
1651763493,-27,4,21,-1.0
1651763495,-25,4,16,-2.5
1651763497,-27,4,21,2.5
1651763499,-29,2,26,2.5
1651763501,-27,4,21,-2.5
1651763503,-27,6,21,0.0
1651763505,-28,4,23,1.0
1651763507,-28,4,23,0.0
1651763509,-28,4,23,0.0
1651763511,-27,4,21,-1.0
1651763513,-27,4,21,0.0
1651763515,-27,4,21,0.0
1651763517,-29,4,26,2.5
1651763519,-29,4,26,0.0
1651763521,-29,4,26,0.0
1651763523,-27,4,21,-2.5
1651763525,-28,4,23,1.0
1651763527,-24,6,15,-4.0
1651763529,-27,6,21,3.0
1651763531,-23,6,13,-4.0
1651763533,-27,4,21,4.0
1651763535,-27,4,21,0.0
1651763537,-27,4,21,0.0
1651763539,-28,4,23,1.0
1651763541,-29,4,26,1.5
1651763543,-26,4,18,-4.0
1651763545,-28,4,23,2.5
1651763547,-27,4,21,-1.0
1651763549,-31,4,33,6.0
1651763551,-30,4,29,-2.0
1651763553,-27,4,21,-4.0
1651763555,-27,4,21,0.0
1651763557,-26,4,18,-1.5
1651763559,-26,4,18,0.0
1651763561,-29,4,26,4.0
1651763563,-28,4,23,-1.5
1651763565,-29,4,26,1.5
1651763567,-28,4,23,-1.5
1651763569,-29,4,26,1.5
1651763571,-29,4,26,0.0
1651763573,-28,4,23,-1.5
1651763575,-26,4,18,-2.5
1651763577,-27,4,21,1.5
1651763579,-27,4,21,0.0
1651763581,-31,4,33,6.0
1651763583,-26,4,18,-7.5
1651763585,-28,4,23,2.5
1651763587,-28,4,23,0.0
1651763589,-29,4,26,1.5
1651763591,-28,4,23,-1.5
1651763593,-27,4,21,-1.0
1651763595,-26,4,18,-1.5
1651763597,-27,4,21,1.5
1651763599,-27,4,21,0.0
1651763601,-28,4,23,1.0
1651763603,-28,4,23,0.0
1651763605,-29,4,26,1.5
1651763607,-28,4,23,-1.5
1651763609,-28,4,23,0.0
1651763611,-28,4,23,0.0
1651763613,-27,4,21,-1.0
1651763615,-27,4,21,0.0
1651763617,-28,4,23,1.0
1651763619,-27,4,21,-1.0
1651763621,-30,4,29,4.0
1651763623,-26,4,18,-5.5
1651763625,-26,4,18,0.0
1651763627,-23,4,13,-2.5
1651763629,-27,4,21,4.0
1651763631,-28,4,23,1.0
1651763633,-26,4,18,-2.5
1651763635,-29,4,26,4.0
1651763637,-24,4,15,-5.5
1651763639,-29,4,26,5.5
1651763641,-26,4,18,-4.0
1651763643,-29,4,26,4.0
1651763645,-27,4,21,-2.5
1651763647,-27,4,21,0.0
1651763649,-27,4,21,0.0
1651763651,-29,4,26,2.5
1651763653,-28,4,23,-1.5
