utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651761632,-29,6,26,0.0
1651761634,-25,2,16,-5.0
1651761636,-22,6,12,-2.0
1651761638,-31,6,33,10.5
1651761640,-28,6,23,-5.0
1651761642,-29,6,26,1.5
1651761644,-30,6,29,1.5
1651761646,-27,6,21,-4.0
1651761648,-32,6,37,8.0
1651761650,-26,6,18,-9.5
1651761652,-27,6,21,1.5
1651761654,-27,6,21,0.0
1651761656,-28,6,23,1.0
1651761658,-28,6,23,0.0
1651761660,-28,6,23,0.0
1651761662,-27,6,21,-1.0
1651761664,-29,4,26,2.5
1651761666,-30,6,29,1.5
1651761668,-29,4,26,-1.5
1651761670,-28,6,23,-1.5
1651761672,-29,6,26,1.5
1651761674,-28,6,23,-1.5
1651761676,-27,6,21,-1.0
1651761678,-29,6,26,2.5
1651761680,-28,6,23,-1.5
1651761682,-27,6,21,-1.0
1651761684,-29,4,26,2.5
1651761686,-28,6,23,-1.5
1651761688,-30,6,29,3.0
1651761690,-26,6,18,-5.5
1651761692,-27,6,21,1.5
1651761694,-27,6,21,0.0
1651761696,-26,6,18,-1.5
1651761698,-25,6,16,-1.0
1651761700,-28,6,23,3.5
1651761702,-31,6,33,5.0
1651761704,-26,6,18,-7.5
1651761706,-28,6,23,2.5
1651761708,-26,6,18,-2.5
1651761710,-28,6,23,2.5
1651761712,-29,6,26,1.5
1651761714,-28,6,23,-1.5
1651761716,-28,6,23,0.0
1651761718,-27,6,21,-1.0
1651761720,-30,6,29,4.0
1651761722,-28,6,23,-3.0
1651761724,-28,6,23,0.0
1651761726,-31,6,33,5.0
1651761728,-29,6,26,-3.5
1651761730,-27,6,21,-2.5
1651761732,-27,6,21,0.0
1651761734,-28,4,23,1.0
1651761736,-27,6,21,-1.0
1651761738,-28,6,23,1.0
1651761740,-28,6,23,0.0
1651761742,-28,6,23,0.0
1651761744,-27,6,21,-1.0
1651761746,-29,6,26,2.5
1651761748,-27,6,21,-2.5
1651761750,-27,6,21,0.0
1651761752,-30,6,29,4.0
1651761754,-28,6,23,-3.0
1651761756,-27,6,21,-1.0
1651761758,-27,4,21,0.0
1651761760,-29,4,26,2.5
1651761762,-29,4,26,0.0
