utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651804210,-29,13,26,1.5
1651804212,-31,13,33,3.5
1651804214,-32,13,37,2.0
1651804216,-29,14,26,-5.5
1651804218,-28,14,23,-1.5
1651804220,-31,13,33,5.0
1651804222,-18,13,7,-13.0
1651804224,-31,13,33,13.0
1651804226,-23,6,13,-10.0
1651804228,-29,14,26,6.5
1651804230,-24,13,15,-5.5
1651804232,-31,13,33,9.0
1651804234,-28,13,23,-5.0
1651804236,-27,14,21,-1.0
1651804238,-25,15,16,-2.5
1651804240,-25,13,16,0.0
1651804242,-31,15,33,8.5
1651804244,-32,15,37,2.0
1651804246,-25,14,16,-10.5
1651804248,-27,14,21,2.5
1651804250,-25,14,16,-2.5
1651804252,-28,7,23,3.5
1651804254,-29,13,26,1.5
1651804256,-29,13,26,0.0
1651804258,-29,13,26,0.0
1651804260,-29,13,26,0.0
1651804262,-28,14,23,-1.5
1651804264,-29,14,26,1.5
1651804266,-27,14,21,-2.5
1651804268,-28,15,23,1.0
1651804270,-28,15,23,0.0
1651804272,-29,15,26,1.5
1651804274,-28,15,23,-1.5
1651804276,-30,15,29,3.0
1651804278,-28,15,23,-3.0
1651804280,-29,15,26,1.5
1651804282,-29,6,26,0.0
1651804284,-29,15,26,0.0
1651804286,-29,6,26,0.0
1651804288,-29,6,26,0.0
1651804290,-24,6,15,-5.5
1651804292,-33,4,41,13.0
1651804294,-34,4,46,2.5
1651804296,-28,15,23,-11.5
1651804298,-29,3,26,1.5
1651804300,-21,6,10,-8.0
1651804302,-23,6,13,1.5
1651804304,-31,14,33,10.0
1651804306,-28,14,23,-5.0
1651804308,-29,14,26,1.5
1651804310,-28,14,23,-1.5
1651804312,-22,14,12,-5.5
1651804314,-29,14,26,7.0
1651804316,-30,14,29,1.5
1651804318,-28,14,23,-3.0
1651804320,-26,14,18,-2.5
1651804322,-21,14,10,-4.0
1651804324,-28,14,23,6.5
1651804326,-28,14,23,0.0
1651804328,-29,14,26,1.5
1651804330,-27,14,21,-2.5
1651804332,-29,13,26,2.5
1651804334,-27,15,21,-2.5
1651804336,-28,15,23,1.0
1651804338,-25,15,16,-3.5
1651804340,-25,15,16,0.0
1651804342,-32,15,37,10.5
1651804344,-28,15,23,-7.0
1651804346,-28,15,23,0.0
1651804348,-27,15,21,-1.0
1651804350,-29,15,26,2.5
1651804352,-27,11,21,-2.5
1651804354,-24,15,15,-3.0
1651804356,-29,15,26,5.5
1651804358,-32,15,37,5.5
1651804360,-31,15,33,-2.0
1651804362,-30,15,29,-2.0
1651804364,-29,15,26,-1.5
1651804366,-30,15,29,1.5
1651804368,-28,4,23,-3.0
1651804370,-28,4,23,0.0
1651804372,-25,7,16,-3.5
1651804374,-28,7,23,3.5
1651804376,-29,7,26,1.5
1651804378,-28,7,23,-1.5
1651804380,-30,7,29,3.0
1651804382,-29,7,26,-1.5
1651804384,-30,12,29,1.5
1651804386,-28,7,23,-3.0
1651804388,-28,12,23,0.0
1651804390,-30,12,29,3.0
