utc,rssi_dbm,mcs,implied_range_m,rate_m_per_s
1651832361,-22,1,12,
1651832363,-21,1,10,-1.0
1651832365,-23,1,13,1.5
1651832367,-21,1,10,-1.5
1651832369,-22,1,12,1.0
1651832371,-22,1,12,0.0
1651832373,-22,1,12,0.0
1651832375,-25,13,16,2.0
1651832377,-26,13,18,1.0
1651832379,-24,13,15,-1.5
1651832381,-24,13,15,0.0
1651832383,-24,5,15,0.0
1651832385,-25,5,16,0.5
1651832387,-25,5,16,0.0
1651832389,-22,5,12,-2.0
1651832391,-24,11,15,1.5
1651832393,-26,11,18,1.5
1651832395,-25,11,16,-1.0
1651832397,-24,13,15,-0.5
1651832399,-25,13,16,0.5
1651832401,-20,13,9,-3.5
1651832403,-25,13,16,3.5
1651832405,-25,13,16,0.0
1651832407,-26,10,18,1.0
1651832409,-28,10,23,2.5
1651832411,-32,15,37,7.0
1651832413,-23,12,13,-12.0
1651832415,-24,12,15,1.0
1651832417,-26,7,18,1.5
1651832419,-27,10,21,1.5
1651832421,-25,10,16,-2.5
1651832423,-25,3,16,0.0
1651832425,-28,3,23,3.5
1651832427,-24,6,15,-4.0
1651832429,-23,6,13,-1.0
1651832431,-28,6,23,5.0
1651832434,-24,10,15,-2.7
1651832436,-31,10,33,9.0
1651832438,-25,10,16,-8.5
1651832440,-24,4,15,-0.5
1651832442,-24,4,15,0.0
1651832444,-27,4,21,3.0
1651832446,-30,4,29,4.0
1651832448,-29,4,26,-1.5
1651832450,-28,4,23,-1.5
1651832452,-26,4,18,-2.5
1651832454,-28,7,23,2.5
1651832456,-26,7,18,-2.5
1651832458,-27,7,21,1.5
1651832460,-28,2,23,1.0
1651832462,-27,3,21,-1.0
1651832464,-25,3,16,-2.5
1651832466,-25,11,16,0.0
1651832468,-26,11,18,1.0
1651832470,-25,11,16,-1.0
1651832472,-24,11,15,-0.5
1651832474,-26,11,18,1.5
1651832476,-23,11,13,-2.5
1651832478,-28,11,23,5.0
1651832480,-28,11,23,0.0
1651832482,-26,11,18,-2.5
1651832484,-27,11,21,1.5
1651832486,-27,11,21,0.0
1651832488,-29,11,26,2.5
1651832490,-26,11,18,-4.0
1651832492,-26,11,18,0.0
1651832494,-26,11,18,0.0
1651832496,-30,11,29,5.5
1651832498,-25,11,16,-6.5
1651832500,-25,12,16,0.0
1651832502,-28,12,23,3.5
1651832504,-25,12,16,-3.5
1651832506,-27,12,21,2.5
1651832508,-26,12,18,-1.5
1651832510,-26,12,18,0.0
1651832512,-26,12,18,0.0
1651832514,-31,12,33,7.5
1651832516,-26,12,18,-7.5
1651832518,-28,11,23,2.5
1651832520,-31,11,33,5.0
1651832522,-27,11,21,-6.0
1651832524,-27,11,21,0.0
1651832526,-27,11,21,0.0
1651832528,-23,15,13,-4.0
1651832530,-30,11,29,8.0
1651832532,-23,11,13,-8.0
1651832534,-26,11,18,2.5
1651832536,-26,4,18,0.0
1651832538,-26,2,18,0.0
1651832540,-26,5,18,0.0
1651832542,-26,0,18,0.0
1651832544,-26,0,18,0.0
